total_negotiations,avg_constructs_per_negotiation,max_constructs_in_single_negotiation,Common Knowledge_frequency,Common Knowledge_presence_rate,Loss Aversion_frequency,Loss Aversion_presence_rate,Bounded Rationality_frequency,Bounded Rationality_presence_rate,Schelling Points_frequency,Schelling Points_presence_rate
600,8.191666666666666,12,1155,1.0,1304,1.0,1261,1.0,1195,1.0
