group,name,remaining stock,decayed stock,total sold
1,Supplier1,0.0,1532.0,8468.0
1,Supplier2,0.0,1280.0,8720.0
1,Supplier3,0.0,1000.0,9000.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1000.0,9000.0
1,Supplier3,0.0,1580.0,8420.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1150.0,8850.0
1,Supplier3,0.0,1856.0,8144.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1000.0,9000.0
1,Supplier3,0.0,1020.0,8980.0
1,Supplier1,0.0,1720.0,8280.0
1,Supplier2,0.0,1000.0,9000.0
1,Supplier3,0.0,1150.0,8850.0
1,Supplier1,0.0,1130.0,8870.0
1,Supplier2,0.0,1300.0,8700.0
1,Supplier3,0.0,1000.0,9000.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1000.0,9000.0
1,Supplier3,0.0,1380.0,8620.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1000.0,9000.0
1,Supplier3,0.0,1070.0,8930.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1200.0,8800.0
1,Supplier3,0.0,700.0,9300.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1529.0,8471.0
1,Supplier3,0.0,1000.0,9000.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,800.0,9200.0
1,Supplier3,0.0,500.0,9500.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,780.0,9220.0
1,Supplier3,0.0,1000.0,9000.0
1,Supplier1,0.0,1280.0,8720.0
1,Supplier2,0.0,1390.0,8610.0
1,Supplier3,0.0,1150.0,8850.0
1,Supplier1,0.0,1726.0,8274.0
1,Supplier2,0.0,1400.0,8600.0
1,Supplier3,0.0,1220.0,8780.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1210.0,8790.0
1,Supplier3,0.0,1000.0,9000.0
1,Supplier1,0.0,1449.0,8551.0
1,Supplier2,0.0,1000.0,9000.0
1,Supplier3,0.0,1530.0,8470.0
1,Supplier1,0.0,1185.0,8815.0
1,Supplier2,0.0,1530.0,8470.0
1,Supplier3,0.0,650.0,9350.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1100.0,8900.0
1,Supplier3,0.0,1000.0,9000.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1005.0,8995.0
1,Supplier3,0.0,1050.0,8950.0
1,Supplier1,0.0,1000.0,9000.0
1,Supplier2,0.0,1230.0,8770.0
1,Supplier3,0.0,1000.0,9000.0
