group,name,total bought,highest price
1,Retailer3,4020.0,108.0
1,Retailer4,2600.0,100.0
1,Retailer5,2200.0,105.0
1,Retailer6,800.0,105.0
1,Retailer7,805.0,100.0
1,Retailer8,3400.0,100.0
1,Retailer9,1300.0,105.0
1,Retailer10,0.0,0.0
1,Retailer1,1682.0,105.0
1,Retailer2,3300.0,105.0
1,Retailer3,6000.0,105.0
1,Retailer4,0.0,0.0
1,Retailer5,1000.0,45.0
1,Retailer6,2400.0,100.0
1,Retailer7,3200.0,105.0
1,Retailer8,2300.0,106.0
1,Retailer9,4500.0,102.0
1,Retailer10,3340.0,105.0
1,Retailer1,3000.0,108.0
1,Retailer2,6500.0,108.0
1,Retailer3,2500.0,108.0
1,Retailer4,3200.0,110.0
1,Retailer5,1955.0,110.0
1,Retailer6,3500.0,100.0
1,Retailer7,2200.0,102.0
1,Retailer8,0.0,0.0
1,Retailer9,2200.0,110.0
1,Retailer10,3200.0,95.0
1,Retailer1,1600.0,105.0
1,Retailer2,0.0,0.0
1,Retailer3,2200.0,100.0
1,Retailer4,1600.0,105.0
1,Retailer5,3100.0,105.0
1,Retailer6,5400.0,110.0
1,Retailer7,6700.0,105.0
1,Retailer8,1300.0,100.0
1,Retailer9,0.0,0.0
1,Retailer10,6600.0,106.0
1,Retailer1,1280.0,105.0
1,Retailer2,2200.0,100.0
1,Retailer3,4108.0,108.0
1,Retailer4,3700.0,108.0
1,Retailer5,3300.0,100.0
1,Retailer6,2750.0,105.0
1,Retailer7,2000.0,108.0
1,Retailer8,2300.0,106.0
1,Retailer9,4000.0,108.0
1,Retailer10,2300.0,104.0
1,Retailer1,5950.0,100.0
1,Retailer2,3600.0,105.0
1,Retailer3,1200.0,100.0
1,Retailer4,6600.0,105.0
1,Retailer5,0.0,0.0
1,Retailer6,6000.0,102.0
1,Retailer7,3650.0,105.0
1,Retailer8,0.0,0.0
1,Retailer9,1500.0,103.0
1,Retailer10,0.0,0.0
1,Retailer1,2055.0,108.0
1,Retailer2,3800.0,105.0
1,Retailer3,1800.0,100.0
1,Retailer4,320.0,105.0
1,Retailer5,6200.0,106.0
1,Retailer6,1500.0,100.0
1,Retailer7,1600.0,108.0
1,Retailer8,2815.0,110.0
1,Retailer9,5600.0,105.0
1,Retailer10,2500.0,110.0
