group,name,total bought,highest price
2,Retailer3,2757.0,80.0
2,Retailer4,3000.0,88.0
2,Retailer5,800.0,85.0
2,Retailer6,3400.0,48.0
2,Retailer7,3800.0,107.0
2,Retailer8,3600.0,48.0
2,Retailer9,5200.0,85.0
2,Retailer10,3119.0,51.0
2,Retailer1,0.0,0.0
2,Retailer2,2856.0,70.0
2,Retailer3,3200.0,53.0
2,Retailer4,1600.0,55.0
2,Retailer5,4100.0,50.0
2,Retailer6,1500.0,105.0
2,Retailer7,3900.0,61.0
2,Retailer8,6100.0,50.0
2,Retailer9,2000.0,52.0
2,Retailer10,3100.0,105.0
2,Retailer1,2213.0,95.0
2,Retailer2,4400.0,52.0
2,Retailer3,3900.0,55.0
2,Retailer4,2200.0,55.0
2,Retailer5,5000.0,55.0
2,Retailer6,3200.0,58.0
2,Retailer7,2900.0,58.0
2,Retailer8,2200.0,52.0
2,Retailer9,1715.0,53.0
2,Retailer10,950.0,110.0
