group,name,total bought,highest price
1,Retailer10,1600.0,100.0
1,Retailer1,2000.0,100.0
1,Retailer2,4000.0,105.0
1,Retailer3,3090.0,105.0
1,Retailer4,1600.0,100.0
1,Retailer5,4900.0,105.0
1,Retailer6,2000.0,100.0
1,Retailer7,2000.0,105.0
1,Retailer8,4000.0,90.0
1,Retailer9,2000.0,102.0
1,Retailer10,1355.0,110.0
1,Retailer1,3000.0,108.0
1,Retailer2,0.0,0.0
1,Retailer3,3000.0,100.0
1,Retailer4,1800.0,102.0
1,Retailer5,3500.0,100.0
1,Retailer6,4770.0,105.0
1,Retailer7,3100.0,100.0
1,Retailer8,5400.0,105.0
1,Retailer9,200.0,90.0
1,Retailer10,2000.0,108.0
