group,name,total bought,highest price
0,Retailer1,4448.0,112.0
0,Retailer2,2000.0,110.0
0,Retailer3,2000.0,113.0
0,Retailer4,5500.0,110.0
0,Retailer5,3100.0,111.0
0,Retailer6,2150.0,112.0
0,Retailer7,4450.0,110.0
0,Retailer8,3280.0,110.0
0,Retailer9,0.0,0.0
0,Retailer10,1800.0,110.0
0,Retailer1,1800.0,110.0
0,Retailer2,5500.0,110.0
0,Retailer3,1700.0,107.0
0,Retailer4,2355.0,112.0
0,Retailer5,1400.0,110.0
0,Retailer6,6200.0,110.0
0,Retailer7,3790.0,109.0
0,Retailer8,0.0,0.0
0,Retailer9,3600.0,112.0
0,Retailer10,2185.0,113.0
0,Retailer1,150.0,110.0
0,Retailer2,3700.0,112.0
0,Retailer3,4000.0,108.0
0,Retailer4,6900.0,112.0
0,Retailer5,4148.0,112.0
0,Retailer6,0.0,0.0
0,Retailer7,3800.0,111.0
0,Retailer8,1600.0,110.0
0,Retailer9,1750.0,110.0
0,Retailer10,2600.0,113.0
0,Retailer1,0.0,0.0
0,Retailer2,3000.0,110.0
0,Retailer3,0.0,0.0
0,Retailer4,4150.0,112.0
0,Retailer5,4800.0,110.0
0,Retailer6,1700.0,113.0
0,Retailer7,4400.0,112.0
0,Retailer8,2200.0,112.0
0,Retailer9,6270.0,114.0
0,Retailer10,2026.0,110.25
0,Retailer1,1800.0,110.0
0,Retailer2,0.0,0.0
0,Retailer3,1430.0,114.0
0,Retailer4,3510.0,108.0
0,Retailer5,0.0,0.0
0,Retailer6,6000.0,108.0
0,Retailer7,7100.0,113.0
0,Retailer8,3600.0,113.0
0,Retailer9,3400.0,108.0
0,Retailer10,1400.0,112.0
0,Retailer1,1800.0,112.0
0,Retailer2,1400.0,110.0
0,Retailer3,9600.0,112.0
0,Retailer4,0.0,0.0
0,Retailer5,0.0,0.0
0,Retailer6,3000.0,110.0
0,Retailer7,3390.0,110.0
0,Retailer8,2000.0,110.0
0,Retailer9,3130.0,112.0
0,Retailer10,4200.0,108.0
0,Retailer1,1500.0,110.0
0,Retailer2,1800.0,110.0
0,Retailer3,3200.0,110.0
0,Retailer4,4020.0,110.0
0,Retailer5,4450.0,111.0
0,Retailer6,2600.0,107.0
0,Retailer7,3700.0,112.0
0,Retailer8,4400.0,113.0
0,Retailer9,1500.0,113.0
0,Retailer10,935.0,111.0
0,Retailer1,2079.0,112.0
0,Retailer2,7900.0,110.0
0,Retailer3,610.0,110.0
0,Retailer4,1200.0,110.0
0,Retailer5,1000.0,110.0
0,Retailer6,4200.0,112.0
0,Retailer7,1610.0,112.0
0,Retailer8,3600.0,112.0
0,Retailer9,0.0,0.0
0,Retailer10,3000.0,112.0
0,Retailer1,2150.0,110.0
0,Retailer2,2100.0,107.0
0,Retailer3,4502.0,113.0
0,Retailer4,0.0,0.0
0,Retailer5,2823.0,109.0
0,Retailer6,5300.0,112.0
0,Retailer7,4500.0,112.0
0,Retailer8,2000.0,110.0
0,Retailer9,1804.0,108.0
0,Retailer10,1800.0,112.0
0,Retailer1,1600.0,106.0
0,Retailer2,1500.0,108.0
0,Retailer3,2000.0,110.0
0,Retailer4,2100.0,112.0
0,Retailer5,7500.0,112.0
0,Retailer6,1900.0,113.0
0,Retailer7,5500.0,114.5
0,Retailer8,0.0,0.0
0,Retailer9,2000.0,108.0
0,Retailer10,4900.0,110.0
0,Retailer1,3100.0,111.0
0,Retailer2,3615.0,114.0
0,Retailer3,3000.0,113.0
0,Retailer4,3500.0,110.0
0,Retailer5,3200.0,107.0
0,Retailer6,2000.0,110.0
0,Retailer7,4700.0,112.0
0,Retailer8,0.0,0.0
0,Retailer9,1950.0,110.0
0,Retailer10,2950.0,113.0
0,Retailer1,2000.0,109.0
0,Retailer2,530.0,110.0
0,Retailer3,2200.0,108.0
0,Retailer4,1800.0,110.0
0,Retailer5,4400.0,110.0
0,Retailer6,3300.0,110.0
0,Retailer7,2420.0,110.0
0,Retailer8,5000.0,111.0
0,Retailer9,2400.0,113.0
0,Retailer10,4400.0,111.0
0,Retailer1,3378.0,112.0
0,Retailer2,3055.0,108.0
0,Retailer3,2500.0,111.0
0,Retailer4,2555.0,115.0
0,Retailer5,1800.0,111.0
0,Retailer6,4200.0,111.0
0,Retailer7,2000.0,110.0
0,Retailer8,3400.0,110.0
0,Retailer9,2450.0,111.5
0,Retailer10,2800.0,112.0
0,Retailer1,0.0,0.0
0,Retailer2,1000.0,110.0
0,Retailer3,5270.0,110.0
0,Retailer4,5200.0,114.0
0,Retailer5,1600.0,110.0
0,Retailer6,4200.0,110.0
0,Retailer7,3000.0,110.0
0,Retailer8,3300.0,110.0
0,Retailer9,0.0,0.0
0,Retailer10,4700.0,113.0
0,Retailer1,0.0,0.0
0,Retailer2,3438.0,112.0
0,Retailer3,1700.0,112.0
0,Retailer4,3754.0,113.0
0,Retailer5,0.0,0.0
0,Retailer6,0.0,0.0
0,Retailer7,2900.0,110.0
0,Retailer8,6500.0,113.0
0,Retailer9,4400.0,111.0
0,Retailer10,5055.0,110.0
0,Retailer1,1600.0,107.0
0,Retailer2,1950.0,110.0
0,Retailer3,6800.0,111.0
0,Retailer4,2700.0,112.0
0,Retailer5,0.0,0.0
0,Retailer6,1200.0,110.0
0,Retailer7,4100.0,110.0
0,Retailer8,5000.0,110.0
0,Retailer9,3515.0,112.0
0,Retailer10,1400.0,108.0
0,Retailer1,5400.0,112.0
0,Retailer2,1200.0,112.0
0,Retailer3,3065.0,110.0
0,Retailer4,3000.0,112.0
0,Retailer5,4800.0,112.0
0,Retailer6,2071.0,113.0
0,Retailer7,3710.0,113.0
0,Retailer8,1440.0,112.0
0,Retailer9,0.0,0.0
0,Retailer10,2700.0,113.0
0,Retailer1,1700.0,110.0
0,Retailer2,5500.0,110.0
0,Retailer3,5600.0,110.0
0,Retailer4,1300.0,112.0
0,Retailer5,2800.0,113.0
0,Retailer6,3600.0,113.0
0,Retailer7,2400.0,112.0
0,Retailer8,3000.0,110.0
0,Retailer9,600.0,110.0
0,Retailer10,2000.0,112.0
0,Retailer1,4200.0,112.0
0,Retailer2,5800.0,113.0
0,Retailer3,2830.0,112.0
0,Retailer4,0.0,0.0
0,Retailer5,3700.0,113.0
0,Retailer6,3500.0,114.0
0,Retailer7,1300.0,110.0
0,Retailer8,0.0,0.0
0,Retailer9,4000.0,112.0
0,Retailer10,3200.0,112.0
0,Retailer1,1200.0,110.0
0,Retailer2,4200.0,106.0
0,Retailer3,3000.0,111.0
0,Retailer4,4500.0,110.0
0,Retailer5,7436.0,111.0
0,Retailer6,900.0,109.0
0,Retailer7,4000.0,112.0
0,Retailer8,475.0,113.0
0,Retailer9,0.0,0.0
0,Retailer10,3000.0,112.0
