group,name,total bought,highest price
2,Retailer9,3700.0,110.0
2,Retailer10,1500.0,105.0
2,Retailer1,4200.0,108.0
2,Retailer2,1800.0,48.0
2,Retailer3,2000.0,48.0
2,Retailer4,3200.0,50.0
2,Retailer5,2800.0,50.0
2,Retailer6,6000.0,48.0
2,Retailer7,1200.0,95.0
2,Retailer8,1300.0,46.0
2,Retailer9,2394.0,51.0
2,Retailer10,4820.0,52.0
2,Retailer1,4000.0,55.0
2,Retailer2,1900.0,110.0
2,Retailer3,4300.0,100.0
2,Retailer4,6000.0,100.0
2,Retailer5,1800.0,110.0
2,Retailer6,1800.0,45.0
2,Retailer7,3557.0,108.0
2,Retailer8,2100.0,105.0
2,Retailer9,1200.0,100.0
2,Retailer10,3000.0,110.0
2,Retailer1,3320.0,47.0
2,Retailer2,4300.0,55.0
2,Retailer3,1000.0,74.0
2,Retailer4,2300.0,47.0
2,Retailer5,5400.0,52.0
2,Retailer6,3000.0,55.0
2,Retailer7,3410.0,52.0
2,Retailer8,2800.0,52.0
2,Retailer9,3400.0,105.0
2,Retailer10,808.0,80.0
